iso,Country/Region,unit,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
WORLD,World,MtCO2e,204.00,207.00,217.00,227.00,267.00,272.00,291.00,294.00,298.00,316.00,346.00,365.00,372.00,396.00,427.00,453.00,467.00,502.00,517.00,548.00,561.00,597.00,661.00,702.00,657.00,714.00,725.00,740.00,743.00,797.00,905.00,932.00,986.00,1050.00,1060.00,1070.00,1090.00,1140.00,1270.00,1270.00,1380.00,1450.00,1460.00,1440.00,1490.00,1580.00,1630.00,1710.00,1810.00,1980.00,2090.00,2160.00,2210.00,2410.00,2440.00,2590.00,2730.00,3090.00,2980.00,3090.00,3240.00,3300.00,3460.00,3740.00,3400.00,3350.00,3610.00,3740.00,3690.00,3210.00,3720.00,3260.00,3430.00,3890.00,3910.00,3970.00,3910.00,4290.00,4270.00,4600.00,4250.00,3800.00,3430.00,3610.00,3930.00,4140.00,4540.00,4860.00,4580.00,4860.00,5240.00,5370.00,5380.00,5570.00,5520.00,4640.00,5130.00,5700.00,6020.00,5820.00,6260.00,6740.00,6840.00,7040.00,7230.00,7930.00,8450.00,8750.00,9040.00,9540.00,10100.00,10100.00,10500.00,11100.00,11700.00,12200.00,12800.00,13200.00,13900.00,14800.00,16000.00,16400.00,17200.00,18100.00,18000.00,17900.00,18900.00,19300.00,20000.00,20500.00,20300.00,19700.00,19300.00,19500.00,20200.00,20800.00,21000.00,21600.00,22500.00,22800.00,22400.00,22700.00,22200.00,22300.00,22500.00,23000.00,23700.00,23900.00,23800.00,24100.00,24900.00,25100.00,25700.00,27100.00,28400.00,29400.00,30300.00,31100.00,31700.00,31100.00,32600.00,33700.00,34200.00,34600.00,35000.00,35100.00,35000.00,35600.00,36400.00,36600.00,35100.00,36900.00,37100.00
Data source,PIK
Data for,Location: World. Sectors/Subsectors: Total excluding LULUCF. Gases: CO2. Calculation: Total. Show data by Regions
