iso,Country/Region,unit,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
WORLD,World,MtCO2e,133.21,135.89,138.27,140.66,143.04,144.83,146.91,148.40,149.89,150.79,151.68,151.98,152.58,152.87,153.17,153.47,153.77,154.07,154.66,154.96,155.56,157.94,163.30,171.35,181.18,191.61,202.64,213.07,222.31,229.46,233.93,236.31,238.70,240.78,242.27,243.76,245.25,246.74,248.53,250.02,260.15,264.03,267.90,271.78,275.65,279.52,283.40,286.97,290.55,293.83,297.11,300.98,303.96,306.94,312.90,315.88,318.86,324.82,327.80,330.78,336.74,339.72,345.68,351.64,360.58,369.52,378.46,384.42,393.36,399.32,405.28,411.24,414.22,420.18,426.14,429.12,435.08,438.06,444.02,447.00,449.98,449.98,452.96,455.94,458.92,461.90,464.88,467.86,470.84,476.80,482.76,500.64,542.36,601.96,673.48,747.98,828.44,902.94,965.52,1016.18,1043.00,1063.86,1081.74,1102.60,1126.44,1150.28,1174.12,1200.94,1230.74,1260.54,1293.32,1373.78,1424.44,1475.10,1528.74,1594.30,1665.82,1728.40,1785.02,1826.74,1841.64,1847.60,1898.26,1969.78,1996.60,2047.26,2088.98,2127.72,2172.42,2235.00,2240.96,2217.12,2205.20,2232.02,2270.76,2264.80,2261.82,2303.54,2288.64,2312.48,2324.40,2300.56,2300.56,2303.54,2324.40,2398.90,2479.36,2485.32,2509.16,2515.12,2530.02,2544.92,2571.74,2613.46,2699.88,2714.78,2717.76,2762.46,2762.46,2753.52,2780.34,2854.84,2893.58,2938.28,2947.22,2944.24,2980.00,3039.60,3069.40,3069.40,3099.20,3158.80,3188.60
Data source,PIK
Data for,Location: World. Sectors/Subsectors: Total excluding LULUCF. Gases: N2O. Calculation: Total. Show data by Regions
